# Source: https://omlc.org/spectra/PhotochemCAD/html/004.html
# Date Accessed: 20 Jan 2021
628.00	0.18976	
629.00	0.18976	
630.00	0.18961	
631.00	0.18923	
632.00	0.18851	
633.00	0.18864	
634.00	0.18855	
635.00	0.18867	
636.00	0.18877	
637.00	0.18920	
638.00	0.18962	
639.00	0.18998	
640.00	0.18987	
641.00	0.19021	
642.00	0.18971	
643.00	0.18962	
644.00	0.18975	
645.00	0.18958	
646.00	0.18975	
647.00	0.18956	
648.00	0.18948	
649.00	0.18918	
650.00	0.18922	
651.00	0.18943	
652.00	0.18908	
653.00	0.18920	
654.00	0.18975	
655.00	0.18602	
656.00	0.18245	
657.00	0.18362	
658.00	0.18611	
659.00	0.18862	
660.00	0.18897	
661.00	0.18887	
662.00	0.18876	
663.00	0.18845	
664.00	0.18866	
665.00	0.18869	
666.00	0.18853	
667.00	0.18840	
668.00	0.18822	
669.00	0.18819	
670.00	0.18787	
671.00	0.18784	
672.00	0.18727	
673.00	0.18741	
674.00	0.18750	
675.00	0.18750	
676.00	0.18719	
677.00	0.18730	
678.00	0.18687	
679.00	0.18693	
680.00	0.18682	
681.00	0.18687	
682.00	0.18673	
683.00	0.18680	
684.00	0.18643	
685.00	0.18624	
686.00	0.18616	
687.00	0.18632	
688.00	0.18608	
689.00	0.18618	
690.00	0.18594	
691.00	0.18580	
692.00	0.18563	
693.00	0.18553	
694.00	0.18575	
695.00	0.18560	
696.00	0.18539	
697.00	0.18500	
698.00	0.18495	
699.00	0.18504	
700.00	0.18491	
701.00	0.18498	
702.00	0.18473	
703.00	0.18455	
704.00	0.18475	
705.00	0.18470	
706.00	0.18455	
707.00	0.18395	
708.00	0.18406	
709.00	0.18424	
710.00	0.18423	
711.00	0.18397	
712.00	0.18418	
713.00	0.18391	
714.00	0.18376	
715.00	0.18377	
716.00	0.18395	
717.00	0.18395	
718.00	0.18358	
719.00	0.18352	
720.00	0.18360	
721.00	0.18335	
722.00	0.18313	
723.00	0.18324	
724.00	0.18312	
725.00	0.18292	
726.00	0.18253	
727.00	0.18273	
728.00	0.18258	
729.00	0.18230	
730.00	0.18215	
731.00	0.18175	
732.00	0.18176	
733.00	0.18177	
734.00	0.18133	
735.00	0.18131	
736.00	0.18114	
737.00	0.18099	
738.00	0.18137	
739.00	0.18084	
740.00	0.18064	
741.00	0.18098	
742.00	0.18067	
743.00	0.18029	
744.00	0.18079	
745.00	0.18034	
746.00	0.18040	
747.00	0.18015	
748.00	0.18029	
749.00	0.18019	
750.00	0.17940	
751.00	0.17960	
752.00	0.17977	
753.00	0.17962	
754.00	0.17918	
755.00	0.17927	
756.00	0.17880	
757.00	0.17820	
758.00	0.17828	
759.00	0.17893	
760.00	0.17807	
761.00	0.17804	
762.00	0.17896	
763.00	0.17832	
764.00	0.17771	
765.00	0.17708	
766.00	0.17812	
767.00	0.17842	
768.00	0.17733	
769.00	0.17661	
770.00	0.17713	
771.00	0.17662	
772.00	0.17727	
773.00	0.17688	
774.00	0.17679	
775.00	0.17675	
776.00	0.17659	
777.00	0.17632	
778.00	0.17619	
779.00	0.17557	
780.00	0.17596	
781.00	0.17581	
782.00	0.17527	
783.00	0.17559	
784.00	0.17552	
785.00	0.17547	
786.00	0.17496	
787.00	0.17511	
788.00	0.17449	
789.00	0.17456	
790.00	0.17491	
791.00	0.17483	
792.00	0.17441	
793.00	0.17444	
794.00	0.17359	
795.00	0.17361	
796.00	0.17448	
797.00	0.17415	
798.00	0.17345	
799.00	0.17336	
800.00	0.17363	
